股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,营业部净额合计,上市交易日天数,涨跌幅:前复权,涨停原因类别,营业部买入金额合计,营业部卖出金额合计,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,code
002792.SZ,通宇通讯,28.75,20260804,340053807.44,119496286.37,220557521.07,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.3514040535807976,21/89,119496286.37,2516,9.98469778117827,商业航天+卫星通信+CPO+基站天线,340053807.44,220557521.07,9712453900.000,27.0,28.75,26.88,28.75,7.153787299158382,002792
600589.SH,大位科技,8.38,20260804,473919727.07,155983256.63,317936470.44,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.3291343401009357,23/89,155983256.63,6103,5.674653215636836,,473919727.07,317936470.44,12389577700.000,7.96,8.49,7.96,8.38,6.683480453972261,600589
603407.SH,长裕集团,58.19,20260804,80276934.87,26330868.26,53946066.61,日换手率达20%的证券,单日榜,0.32800041883313125,24/89,26330868.26,61,5.4739894870400505,,80276934.87,53946066.61,2089718800.000,55.3,58.62,53.7,58.19,8.917890157694389,603407
003032.SZ,传智教育,10.66,20260804,186958083.0,59982795.02,126975287.98,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.3208355266458311,25/89,59982795.02,1347,10.010319917440667,AI教育+具身智能+中报扭亏,186958083.0,126975287.98,3032573900.000,10.65,10.66,10.43,10.66,2.373581011351914,003032
002281.SZ,光迅科技,172.32,20260804,1515355454.81,424554487.06,1090800967.75,日涨幅偏离值达7%的证券,单日榜,0.28016825076412977,30/89,424554487.06,4116,10.003191828917961,光模块+半年报预增+H股上市,1515355454.81,1090800967.75,135500460000.000,159.83,172.32,159.78,172.32,8.005106926268747,002281
600186.SH,莲花控股,9.2,20260804,323152387.54,84106967.16,239045420.38,日涨幅偏离值达7%的证券,单日榜,0.2602702947679419,32/89,84106967.16,6772,10.047846889952153,算力租赁+阶跃星辰+调味品+业绩预增,323152387.54,239045420.38,16460072000.000,8.45,9.2,8.45,9.2,8.971291866028709,600186
002421.SZ,达实智能,3.48,20260804,431998856.33,102590327.06,329408529.27,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.2374782376313334,35/89,102590327.06,3926,10.126582278481008,AI智能体+数据中心+AIoT平台+半年报减亏,431998856.33,329408529.27,6971752600.000,3.45,3.48,3.18,3.48,9.493670886075943,002421
001223.SZ,欧克科技,39.46,20260804,100457865.12,23761567.39,76696297.73,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.23653267329159422,36/89,23761567.39,883,9.095935858446223,,100457865.12,76696297.73,2755681200.000,37.0,39.79,35.27,39.46,12.496544097318207,001223
600410.SH,华胜天成,15.62,20260804,540482041.08,103385578.98,437096462.1,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.19128402263544825,40/89,103385578.98,5411,10.0,AI算力+Token工厂+阿里概念,540482041.08,437096462.1,17127247000.000,14.35,15.62,14.33,15.62,9.084507042253517,600410
603778.SH,国晟科技,10.38,20260804,432581824.0,80339999.78,352241824.22,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.1857220884527964,42/89,80339999.78,2572,4.426559356136834,,432581824.0,352241824.22,6672857100.000,10.2,10.5,9.88,10.38,6.237424547283695,603778
000820.SZ,神雾节能,4.26,20260804,55061905.0,8307344.68,46754560.32,日振幅值达15%的证券;日换手率达20%的证券,单日榜,0.15087281633281666,47/89,8307344.68,6812,10.077519379844954,摘帽+再生铜+储能,55061905.0,46754560.32,1265078900.000,3.8,4.26,3.58,4.26,17.571059431524542,000820
603679.SH,华体科技,21.58,20260804,216535436.42,30270925.11,186264511.31,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.13979663380032364,48/89,30270925.11,2216,2.3233760075865266,,216535436.42,186264511.31,3834468600.000,21.2,21.98,20.31,21.58,7.918444760550032,603679
600580.SH,卧龙电驱,35.67,20260804,1442447625.94,194857457.02,1247590168.92,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.13508806386853542,49/89,194857457.02,5869,3.3613445378151368,,1442447625.94,1247590168.92,55560752000.000,34.0,35.99,32.6,35.67,9.823239640683862,600580
001331.SZ,胜通能源,47.09,20260804,353969301.56,37796186.49,316173115.07,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.1067781480581115,53/89,37796186.49,944,9.99766409717356,机器人+具身智能+LNG运贸,353969301.56,316173115.07,13459930000.000,43.66,47.09,43.2,47.09,9.086661994861014,001331
605303.SH,园林股份,21.08,20260804,58666887.0,5485938.0,53180949.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.09350995562454166,54/89,5485938.0,1318,10.02087682672233,存储芯片+市政园林+文体旅,58666887.0,53180949.0,3398884600.000,19.24,21.08,18.88,21.08,11.482254697286008,605303
002043.SZ,兔宝宝,12.88,20260804,40128773.3,2535161.8,37593611.5,日跌幅偏离值达7%的证券,单日榜,0.06317566153959657,58/89,2535161.8,5164,-4.309063893016345,,40128773.3,37593611.5,10400900400.000,13.52,13.52,12.82,12.88,5.200594353640411,002043
603119.SH,浙江荣泰,52.09,20260804,523043883.73,22612056.4,500431827.33,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.043231662014181105,60/89,22612056.4,729,6.785567855678561,,523043883.73,500431827.33,24631276000.000,49.32,52.45,48.35,52.09,8.405084050840511,603119
000636.SZ,风华高科,54.33,20260804,1354419848.57,57114184.49,1297305664.08,日振幅值达15%的证券,单日榜,0.042168744463026965,61/89,57114184.49,7193,4.561200923787524,,1354419848.57,1297305664.08,62860503000.000,50.02,55.69,48.08,54.33,14.64588144726713,000636
002963.SZ,豪尔赛,15.99,20260804,55520225.0,467032.82,55053192.18,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.00841194033345506,64/89,467032.82,1643,9.97248968363137,液冷服务器+智慧灯杆+照明工程,55520225.0,55053192.18,1966674800.000,15.43,15.99,14.62,15.99,9.422283356258603,002963
