股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,营业部净额合计,上市交易日天数,涨跌幅:前复权,涨停原因类别,营业部买入金额合计,营业部卖出金额合计,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,code
002354.SZ,天娱数科,8.35,20260813,621892915.32,242207177.46,379685737.86,日换手率达20%的证券,单日榜,0.3894676583272706,18/73,242207177.46,4008,-2.110199296600231,,621892915.32,379685737.86,13574543000.000,8.57,8.92,8.33,8.35,6.916764361078545,002354
603466.SH,风语筑,13.72,20260813,392021608.92,146686676.13,245334932.79,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.37418007781283913,20/73,146686676.13,2141,10.024057738572573,具身智能+联手宇树科技+AI视频生成+中报预增,392021608.92,245334932.79,8161046900.000,12.3,13.72,12.1,13.72,12.991178829190064,603466
002589.SZ,瑞康医药,3.71,20260813,214104601.77,74257099.96,139847501.81,日振幅值达15%的证券,单日榜,0.34682626784346293,22/73,74257099.96,3688,4.507042253521131,,214104601.77,139847501.81,5066344600.000,3.4,3.9,3.27,3.71,17.746478873239436,002589
000692.SZ,惠天热电,4.88,20260813,71812093.92,22805212.92,49006881.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.3175678590489985,24/73,22805212.92,7147,9.909909909909898,供热工程+风电+亏损收窄,71812093.92,49006881.0,2600224900.000,4.36,4.88,4.28,4.88,13.513513513513503,000692
600881.SH,亚泰集团,2.27,20260813,106238707.3,28989232.3,77249475.0,日涨幅偏离值达7%的证券,单日榜,0.2728688350672354,27/73,28989232.3,7457,10.194174757281552,创新药+预重整+重整投资人招募+长春国资,106238707.3,77249475.0,7336982700.000,2.15,2.27,2.1,2.27,8.252427184466015,600881
002792.SZ,通宇通讯,38.63,20260813,500963397.83,130271243.66,370692154.17,日换手率达20%的证券,单日榜,0.2600414406008302,28/73,130271243.66,2523,4.095931015898688,,500963397.83,370692154.17,13050159700.000,38.0,40.52,36.1,38.63,11.910536243600113,002792
603191.SH,望变电气,16.94,20260813,186187166.25,41500367.81,144686798.44,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.22289596348588286,29/73,41500367.81,1042,10.000000000000005,定增获批+AI数据中心+华为超充+输配电,186187166.25,144686798.44,5589601000.000,15.49,16.94,14.88,16.94,13.376623376623378,603191
603330.SH,天洋新材,9.71,20260813,110474738.28,23704270.08,86770468.2,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.2145673341168833,31/73,23704270.08,2310,9.966024915062297,CPO+电子胶+半年报预盈+出售子公司,110474738.28,86770468.2,4201261100.000,8.99,9.71,8.5,9.71,13.703284258210655,603330
000593.SZ,德龙汇能,27.8,20260813,304837837.17,64984436.43,239853400.74,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.21317706828421004,32/73,64984436.43,7384,10.011871784724976,牛散举牌+天然气+氢能,304837837.17,239853400.74,9965832100.000,26.47,27.8,25.24,27.8,10.130589631974683,000593
002047.SZ,宝鹰股份,4.2,20260813,143897151.66,28599748.24,115297403.42,日振幅值达15%的证券,单日榜,0.1987513158535302,33/73,28599748.24,5156,7.1428571428571495,,143897151.66,115297403.42,6367867500.000,4.28,4.31,3.74,4.2,14.540816326530598,002047
002396.SZ,星网锐捷,32.38,20260813,625804122.55,63429693.84,562374428.71,日涨幅偏离值达7%的证券,单日榜,0.10135710449068215,36/73,63429693.84,3922,9.986413043478263,CPO+数据中心交换机+半年报预增+福建国资,625804122.55,562374428.71,24525101000.000,31.0,32.38,30.12,32.38,7.676630434782614,002396
001260.SZ,坤泰股份,21.03,20260813,54137231.48,4215808.53,49921422.95,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.07787262877595529,37/73,4215808.53,848,9.989539748953975,汽车软内饰+海外产能+新能源客户,54137231.48,49921422.95,2418450000.000,21.03,21.03,21.03,21.03,0.0,001260
000593.SZ,德龙汇能,27.8,20260813,165057663.25,-25424905.53,190482568.78,日涨幅偏离值达7%的证券,单日榜,-0.15403650475464975,48/73,64984436.43,7384,10.011871784724976,牛散举牌+天然气+氢能,304837837.17,239853400.74,9965832100.000,26.47,27.8,25.24,27.8,10.130589631974683,000593
