股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,营业部净额合计,上市交易日天数,涨跌幅:前复权,涨停原因类别,营业部买入金额合计,营业部卖出金额合计,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,code
603122.SH,合富中国,12.39,20260806,84910241.0,16669990.0,68240251.0,日涨幅偏离值达7%的证券,单日榜,0.19632484613958404,19/104,16669990.0,1086,10.035523978685621,AI医疗+体外诊断+业绩改善,84910241.0,68240251.0,4931872100.000,11.3,12.39,11.18,12.39,10.746003552397877,603122
002579.SZ,中京电子,13.93,20260806,468222054.76,89832852.72,378389202.04,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.1918595072717074,20/104,89832852.72,3707,7.318952234206466,,468222054.76,378389202.04,8126927700.000,13.49,14.19,13.37,13.93,6.317411402157166,002579
002674.SZ,兴业科技,28.65,20260806,404936904.24,61399977.06,343536927.18,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.15162850413754622,26/104,61399977.06,3465,6.386929075380612,,404936904.24,343536927.18,8381948600.000,27.0,29.4,27.0,28.65,8.911994058670622,002674
002975.SZ,博杰股份,93.07,20260806,518686798.15,62319978.61,456366819.54,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.12014953693110494,27/104,62319978.61,1580,9.998818106606777,AI服务器测试+MLCC设备+英伟达+中报预增,518686798.15,456366819.54,12783540400.000,87.57,93.07,87.16,93.07,6.984989953906154,002975
603061.SH,金海通,307.73,20260806,644933433.0,65878155.92,579055277.08,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.1021472179129532,29/104,65878155.92,832,5.077511438912793,,644933433.0,579055277.08,26772510000.000,290.0,314.98,288.88,307.73,8.912108174554403,603061
600330.SH,天通股份,21.65,20260806,1141641421.06,112412474.72,1029228946.34,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.09846565887179042,30/104,112412474.72,6193,10.01016260162601,光模块上游+铌酸锂+软磁材料+AI算力,1141641421.06,1029228946.34,26703855000.000,19.48,21.65,19.34,21.65,11.737804878048774,600330
603468.SH,津富士达,37.49,20260806,103743072.51,9119808.93,94623263.58,无价格涨跌幅限制的证券,单日榜,0.0879076424994153,31/104,9119808.93,1,114.71935853379152,,103743072.51,94623263.58,1499171600.000,39.6,45.45,36.89,37.49,49.02634593356244,603468
603039.SH,泛微网络,49.1,20260806,858448644.82,67581870.8,790866774.02,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.07872558388646603,32/104,67581870.8,2321,9.9910394265233,AI应用+半年报预增+协同办公,858448644.82,790866774.02,15105082000.000,43.63,49.1,43.63,49.1,12.253584229390677,603039
600105.SH,永鼎股份,38.38,20260806,3083076495.7,236417150.92,2846659344.78,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.07668222025944979,33/104,236417150.92,6994,5.006839945280453,,3083076495.7,2846659344.78,56111361000.000,35.6,38.54,35.39,38.38,8.61833105335157,600105
001267.SZ,汇绿生态,38.81,20260806,602040886.21,41017917.01,561022969.2,日涨幅偏离值达7%的证券,单日榜,0.06813144746400561,35/104,41017917.01,1145,10.005668934240365,光模块+重大资产重组+CPO+代工,602040886.21,561022969.2,23618080000.000,35.81,38.81,35.35,38.81,9.807256235827666,001267
603650.SH,彤程新材,62.16,20260806,542179507.77,27730563.72,514448944.05,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.051146462237307,36/104,27730563.72,1969,6.9327369688628835,,542179507.77,514448944.05,38202721000.000,57.55,62.89,57.0,62.16,10.132461723722692,603650
600172.SH,黄河旋风,11.74,20260806,697477704.22,32912748.12,664564956.1,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.04718824404115803,37/104,32912748.12,6709,4.634581105169336,,697477704.22,664564956.1,15064752000.000,11.21,11.96,11.05,11.74,8.110516934046347,600172
002303.SZ,美盈森,5.59,20260806,319752439.58,13424344.38,306328095.2,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.041983555770936716,38/104,13424344.38,4072,6.883365200764807,,319752439.58,306328095.2,5404865100.000,5.24,5.61,5.1,5.59,9.751434034416837,002303
600584.SH,长电科技,75.87,20260806,4810358598.49,149546897.73,4660811700.76,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.03108851339626606,39/104,149546897.73,5634,10.004349717268386,先进封装+半年报预增+央企,4810358598.49,4660811700.76,135762880000.000,67.01,75.87,67.01,75.87,12.846164999275048,600584
603407.SH,长裕集团,63.51,20260806,76942571.35,851032.69,76091538.66,日换手率达20%的证券,单日榜,0.011060621903689472,40/104,851032.69,63,1.4050774389270244,,76942571.35,76091538.66,2280770600.000,61.73,64.87,61.6,63.51,5.221140028740225,603407
002579.SZ,中京电子,13.93,20260806,321422476.13,-7672343.15,329094819.28,日换手率达20%的证券,单日榜,-0.023869964671969314,47/104,89832852.72,3707,7.318952234206466,,468222054.76,378389202.04,8126927700.000,13.49,14.19,13.37,13.93,6.317411402157166,002579
001267.SZ,汇绿生态,38.81,20260806,813362458.32,-77811112.88,891173571.2,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,-0.09566597533984889,59/104,41017917.01,1145,10.005668934240365,光模块+重大资产重组+CPO+代工,602040886.21,561022969.2,23618080000.000,35.81,38.81,35.35,38.81,9.807256235827666,001267
002975.SZ,博杰股份,93.07,20260806,336127673.55,-44807333.6,380935007.15,日涨幅偏离值达7%的证券,单日榜,-0.13330450637035923,62/104,62319978.61,1580,9.998818106606777,AI服务器测试+MLCC设备+英伟达+中报预增,518686798.15,456366819.54,12783540400.000,87.57,93.07,87.16,93.07,6.984989953906154,002975
